Date,Team,Acquired,Relinquished,Notes
2019-02-03,Knicks,,Mitchell Robinson,placed on IL with illness
2019-02-03,Knicks,DeAndre Jordan,,activated from IL
2019-02-03,Knicks,Wes Matthews Jr.,,activated from IL
2019-02-03,Raptors,,Kyle Lowry,placed on IL with sore lower back
2019-02-03,Spurs,,Derrick White,right heel injury (DTD)
2019-02-03,Thunder,,Abdel Nader,illness (DTD)
2019-02-04,Bucks,Eric Bledsoe,,returned to lineup
2019-02-04,Nets,,Joe Harris,right hip injury (DTD)
2019-02-04,Nuggets,,Paul Millsap,sore right ankle (DTD)
2019-02-04,Rockets,,Eric Gordon,placed on IL with sore right knee
2019-02-04,Spurs,,Derrick White,placed on IL with right heel injury
2019-02-04,Spurs,Dante Cunningham,,returned to lineup
2019-02-04,Spurs,Lonnie Walker IV,,activated from IL
2019-02-04,Timberwolves,,Derrick Rose,sore right ankle (DTD)
2019-02-04,Wizards,,Troy Brown Jr.,placed on IL with sprained left ankle
2019-02-05,76ers,,J.J. Redick,placed on IL with nausea
2019-02-05,76ers,,Shake Milton,placed on IL with fractured finger
2019-02-05,Blazers,,Rodney Hood,placed on IL
2019-02-05,Blazers,Gary Trent Jr.,,activated from IL
2019-02-05,Cavaliers,,Cedi Osman,placed on IL with sprained right ankle
2019-02-05,Cavaliers,,Nik Stauskas,placed on IL with sore left knee
2019-02-05,Celtics,,Kyrie Irving,placed on IL with strained left hip
2019-02-05,Celtics,,Marcus Morris,sore right knee (DTD)
2019-02-05,Grizzlies,,JaMychal Green,sore left knee (DTD)
2019-02-05,Grizzlies,,Joakim Noah,right heel injury (DTD)
2019-02-05,Grizzlies,,Marc Gasol,hand injury (DTD)
2019-02-05,Hornets,Cody Zeller,,activated from IL
2019-02-05,Knicks,,Isaiah Hicks,placed on IL
2019-02-05,Knicks,Mitchell Robinson,,activated from IL
2019-02-05,Lakers,,Josh Hart,left knee injury (DTD)
2019-02-05,Magic,,Mo Bamba,placed on IL with left tibia injury (out for season)
2019-02-05,Pistons,,Ish Smith,placed on IL with right adductor injury
2019-02-05,Raptors,,Chris Boucher,placed on IL
2019-02-05,Raptors,Kyle Lowry,,activated from IL
2019-02-05,Thunder,Abdel Nader,,returned to lineup
2019-02-05,Timberwolves,,Derrick Rose,placed on IL with sore right ankle
2019-02-06,Grizzlies,Marc Gasol,,returned to lineup
2019-02-06,Hornets,, Tony Parker,placed on IL with strained back
2019-02-06,Jazz,Raul Neto,,activated from IL
2019-02-06,Knicks,Courtney Lee,,activated from IL
2019-02-06,Mavericks,Tim Hardaway Jr.,,activated from IL
2019-02-06,Mavericks,Trey Burke,,activated from IL
2019-02-06,Nets,Allen Crabbe,,activated from IL
2019-02-06,Nets,Joe Harris,,returned to lineup
2019-02-06,Nuggets,,Paul Millsap,placed on IL with sore right ankle
2019-02-06,Nuggets,Jamal Murray,,activated from IL
2019-02-06,Pelicans,,Elfrid Payton,placed on IL with sprained right ankle
2019-02-06,Pelicans,Anthony Davis,,activated from IL
2019-02-06,Pelicans,Julius Randle,,activated from IL
2019-02-06,Rockets,Eric Gordon,,activated from IL
2019-02-06,Suns,,Devin Booker,right hamstring injury (DTD)
2019-02-06,Raptors,Malachi Richardson,,activated from IL
2019-02-06,Suns,,Tyler Johnson,placed on IL
2019-02-07,Blazers,Rodney Hood,,activated from IL
2019-02-07,Celtics,Kyrie Irving,,activated from IL
2019-02-07,Celtics,Marcus Morris,,returned to lineup
2019-02-07,Celtics,Robert Williams III,,activated from IL
2019-02-07,Clippers,Danilo Gallinari,,activated from IL
2019-02-07,Hawks,Jaylen Adams,,activated from IL
2019-02-07,Lakers,Josh Hart,,returned to lineup
2019-02-07,Raptors,,Kawhi Leonard,sore left knee (DTD)
2019-02-07,Spurs,,Lonnie Walker IV,placed on IL with sprained right ankle
2019-02-07,Grizzlies,Omri Casspi,,activated from IL
2019-02-07,Raptors,,C.J. Miles,placed on IL
2019-02-07,Clippers,,JaMychal Green,placed on IL with sore left knee
2019-02-08,76ers,J.J. Redick,,activated from IL
2019-02-08,Bucks,,Khris Middleton,placed on IL
2019-02-08,Cavaliers,Kevin Love,,activated from IL
2019-02-08,Knicks,Isaiah Hicks,,activated from IL
2019-02-08,Nets,Caris LeVert,,activated from IL
2019-02-08,Pelicans,,Jahlil Okafor,placed on IL with sprained left ankle
2019-02-08,Pelicans,Jason Smith,,activated from IL
2019-02-08,Pistons,,Jon Leuer,placed on IL
2019-02-08,Pistons,Ish Smith,,activated from IL
2019-02-08,Suns,Tyler Johnson,,activated from IL
2019-02-08,Timberwolves,,Jerryd Bayless,right big toe injury (DTD)
2019-02-08,Timberwolves,Jeff Teague,,returned to lineup
2019-02-08,Pacers,Nik Stauskas,,activated from IL
2019-02-08,Pelicans,Markieff Morris,,activated from IL
2019-02-08,Mavericks,,Kostas Antetokounmpo,illness (DTD)
2019-02-09,Bucks,,Giannis Antetokounmpo,placed on IL with sore right knee
2019-02-09,Bucks,Khris Middleton,,activated from IL
2019-02-09,Cavaliers,,Kevin Love,placed on IL
2019-02-09,Clippers,Garrett Temple,,activated from IL
2019-02-09,Clippers,JaMychal Green,,activated from IL
2019-02-09,Grizzlies,,Kyle Anderson,placed on IL with sore right shoulder (out for season)
2019-02-09,Grizzlies,,Yuta Watanabe,ankle injury (DTD)
2019-02-09,Grizzlies,C.J. Miles,,activated from IL
2019-02-09,Grizzlies,Joakim Noah,,returned to lineup
2019-02-09,Jazz,Thabo Sefolosha,,activated from IL
2019-02-09,Pelicans,E'Twaun Moore,,returned to lineup
2019-02-09,Raptors,Chris Boucher,,activated from IL
2019-02-09,Raptors,Kawhi Leonard,,returned to lineup
2019-02-09,Rockets,,Isaiah Hartenstein,placed on IL
2019-02-09,Spurs,,Rudy Gay,sprained left ankle (DTD)
2019-02-09,Grizzlies,Jonas Valanciunas,,activated from IL
2019-02-09,Mavericks,Kostas Antetokounmpo,,returned to lineup
2019-02-09,Hawks,,Jaylen Adams,placed on IL with sprained right ankle
2019-02-10,Blazers,,Gary Trent Jr.,placed on IL
2019-02-10,Magic,Jonathon Simmons,,activated from IL
2019-02-10,Suns,Devin Booker,,returned to lineup
2019-02-10,Thunder,,Jerami Grant,sprained right ankle (DTD)
2019-02-10,Warriors,,Andre Iguodala,placed on IL with left hamstring injury
2019-02-10,Warriors,,Jacob Evans,pelvic injury (DTD)
2019-02-10,Mavericks,,Salah Mejri,placed on IL
2019-02-11,Blazers,Gary Trent Jr.,,activated from IL
2019-02-11,Bucks,Giannis Antetokounmpo,,activated from IL
2019-02-11,Cavaliers,,Ante Zizic,placed on IL with sore lower back
2019-02-11,Hornets,,Devonte' Graham,placed on IL with illness
2019-02-11,Lakers,,Josh Hart,right knee tendinitis (DTD)
2019-02-11,Nets,,DeMarre Carroll,sore left knee (DTD)
2019-02-11,Nuggets,,Tyler Lydon,placed on IL with concussion
2019-02-11,Nuggets,Paul Millsap,,activated from IL
2019-02-11,Pacers,Doug McDermott,,activated from IL
2019-02-11,Raptors,,Fred VanVleet,placed on IL with left thumb injury
2019-02-11,Rockets,,Nene Hilario ,right calf injury (DTD)
2019-02-11,Rockets,Isaiah Hartenstein,,activated from IL
2019-02-11,Thunder,,Jerami Grant,placed on IL with sprained right ankle
2019-02-11,Timberwolves,,Andrew Wiggins,placed on IL with illness
2019-02-11,Timberwolves,Derrick Rose,,activated from IL
2019-02-11,Timberwolves,Jerryd Bayless,,returned to lineup
2019-02-12,Celtics,,Kyrie Irving,placed on IL with strained right knee
2019-02-12,Celtics,,Robert Williams III,sore back (DTD)
2019-02-12,Grizzlies,,Mike Conley Jr.,illness (DTD)
2019-02-12,Grizzlies,,Yuta Watanabe,placed on IL with ankle injury
2019-02-12,Lakers,,Tyson Chandler,right big toe injury (DTD)
2019-02-12,Pelicans,Jahlil Okafor,,activated from IL
2019-02-12,Rockets,,Austin Rivers,sore right elbow (DTD)
2019-02-12,Spurs,Lonnie Walker IV,,activated from IL
2019-02-12,Spurs,Rudy Gay,,returned to lineup
2019-02-12,Warriors,Andre Iguodala,,activated from IL
2019-02-13,76ers,,Furkan Korkmaz,placed on IL with sore right knee
2019-02-13,Blazers,,Gary Trent Jr.,placed on IL
2019-02-13,Bulls,,Kris Dunn,placed on IL with bruised tailbone
2019-02-13,Cavaliers,Ante Zizic,,activated from IL
2019-02-13,Cavaliers,Cedi Osman,,activated from IL
2019-02-13,Celtics,,Terry Rozier,placed on IL with illness
2019-02-13,Grizzlies,Mike Conley Jr.,,returned to lineup
2019-02-13,Mavericks,Salah Mejri,,activated from IL
2019-02-13,Nets,,Rodions Kurucs,sprained left elbow (DTD)
2019-02-13,Nets,DeMarre Carroll,,returned to lineup
2019-02-13,Nuggets,Isaiah Thomas,,activated from IL
2019-02-13,Nuggets,Tyler Lydon,,activated from IL
2019-02-13,Pistons,,Svi Mykhailiuk,placed on IL
2019-02-13,Raptors,,Kawhi Leonard,sore left knee (DTD)
2019-02-13,Raptors,,Patrick McCaw,placed on IL with sore right shoulder
2019-02-13,Rockets,Nene Hilario ,,returned to lineup
2019-02-13,Warriors,,Andre Iguodala,placed on IL
2019-02-13,Warriors,,DeMarcus Cousins,placed on IL
2019-02-13,Warriors,,Shaun Livingston,placed on IL
2019-02-13,Celtics,Robert Williams III,,returned to lineup
2019-02-13,Celtics,,Robert Williams III,placed on IL with illness
2019-02-14,Hawks,Alex Poythress,,activated from IL
2019-02-14,Hornets,,Bismack Biyombo,placed on IL
2019-02-14,Hornets,Devonte' Graham,,activated from IL
2019-02-14,Knicks,,Mario Hezonja,placed on IL with bruised left leg
2019-02-20,76ers,,Joel Embiid,sore left knee (DTD)
2019-02-20,Rockets,,Iman Shumpert,sore right knee (DTD)
2019-02-20,Suns,De'Anthony Melton,,activated from IL
2019-02-21,76ers,,Joel Embiid,placed on IL with sore left knee
2019-02-21,76ers,Furkan Korkmaz,,activated from IL
2019-02-21,Bucks,Nikola Mirotic,,activated from IL
2019-02-21,Celtics,,Gordon Hayward,placed on IL with sprained right ankle
2019-02-21,Celtics,Kyrie Irving,,activated from IL
2019-02-21,Celtics,Robert Williams III,,activated from IL
2019-02-21,Celtics,Terry Rozier,,activated from IL
2019-02-21,Heat,Derrick Jones Jr.,,activated from IL
2019-02-21,Knicks,Mario Hezonja,,activated from IL
2019-02-21,Lakers,,Mike Muscala,placed on IL with sprained right ankle
2019-02-21,Lakers,Josh Hart,,returned to lineup
2019-02-21,Lakers,Tyson Chandler,,returned to lineup
2019-02-21,Nets,Jared Dudley,,activated from IL
2019-02-21,Nets,Rodions Kurucs,,returned to lineup
2019-02-21,Nuggets,,Trey Lyles,strained left hamstring (DTD)
2019-02-21,Raptors,Patrick McCaw,,activated from IL
2019-02-21,Rockets,,Iman Shumpert,placed on IL with sore right knee
2019-02-21,Rockets,,Isaiah Hartenstein,placed on IL
2019-02-21,Rockets,Austin Rivers,,returned to lineup
2019-02-21,Rockets,Clint Capela,,activated from IL
2019-02-21,Timberwolves,Andrew Wiggins,,activated from IL
2019-02-21,Warriors,Andre Iguodala,,activated from IL
2019-02-21,Warriors,DeMarcus Cousins,,activated from IL
2019-02-21,Warriors,Shaun Livingston,,activated from IL
2019-02-21,Wizards,Troy Brown Jr.,,activated from IL
2019-02-22,Blazers,,Evan Turner,sore left knee (DTD)
2019-02-22,Bulls,Kris Dunn,,activated from IL
2019-02-22,Grizzlies,,Jaren Jackson Jr.,placed on IL with right quadricep injury (out for season)
2019-02-22,Grizzlies,Chandler Parsons,,activated from IL
2019-02-22,Hawks,,Kevin Huerter,placed on IL with sprained left ankle
2019-02-22,Hawks,Jaylen Adams,,activated from IL
2019-02-22,Hornets, Tony Parker,,activated from IL
2019-02-22,Hornets,Bismack Biyombo,,activated from IL
2019-02-22,Knicks,,Isaiah Hicks,placed on IL
2019-02-22,Knicks,,Kadeem Allen,placed on IL
2019-02-22,Knicks,Emmanuel Mudiay,,activated from IL
2019-02-22,Magic,,Melvin Frazier Jr.,placed on IL
2019-02-22,Mavericks,,Luka Doncic,placed on IL with sore right ankle
2019-02-22,Nuggets,,Trey Lyles,placed on IL with strained left hamstring
2019-02-22,Nuggets,Gary Harris,,activated from IL
2019-02-22,Pacers,,Myles Turner,placed on IL with bruised left hip
2019-02-22,Pelicans,,Darius Miller,placed on IL with sprained right ankle
2019-02-22,Pelicans,Elfrid Payton,,activated from IL
2019-02-22,Pistons,Jon Leuer,,activated from IL
2019-02-22,Raptors,Kawhi Leonard,,returned to lineup
2019-02-22,Spurs,Derrick White,,activated from IL
2019-02-22,Thunder,Jerami Grant,,activated from IL
2019-02-22,Timberwolves,,Karl-Anthony Towns,placed on IL with concussion
2019-02-22,Timberwolves,Tyus Jones,,activated from IL
2019-02-22,Wizards,,Jordan McRae,placed on IL
2019-02-23,Blazers,,Evan Turner,placed on IL with sore left knee
2019-02-23,Blazers,Gary Trent Jr.,,activated from IL
2019-02-23,Celtics,Gordon Hayward,,activated from IL
2019-02-23,Heat,,James Johnson,placed on IL with sprained left shoulder
2019-02-23,Heat,,Justise Winslow,placed on IL with sprained left knee
2019-02-23,Heat,Goran Dragic,,activated from IL
2019-02-23,Lakers,Mike Muscala,,activated from IL
2019-02-23,Mavericks,,Maxi Kleber,placed on IL with illness
2019-02-23,Pelicans,,Anthony Davis,placed on IL
2019-02-23,Rockets,,James Harden,placed on IL with cervical strain
2019-02-23,Warriors,Jacob Evans,,activated from IL
2019-02-23,Warriors,Shaun Livingston,,returned to lineup
2019-02-24,Bucks,,George Hill,strained left groin (DTD)
2019-02-24,Knicks,,DeAndre Jordan,placed on IL with sprained left ankle
2019-02-24,Magic,,Isaiah Briscoe,placed on IL with concussion
2019-02-24,Spurs,,Derrick White,right heel injury (DTD)
2019-02-25,76ers,,Furkan Korkmaz,placed on IL with sore right knee
2019-02-25,Blazers,,Gary Trent Jr.,placed on IL
2019-02-25,Bucks,,George Hill,placed on IL with strained left groin
2019-02-25,Bucks,,Giannis Antetokounmpo,placed on IL with sore right knee
2019-02-25,Bucks,,Sterling Brown,placed on IL with right wrist injury
2019-02-25,Bulls,,Kris Dunn,placed on IL with migraine headache
2019-02-25,Bulls,,Otto Porter Jr.,placed on IL with lower leg injury
2019-02-25,Grizzlies,,C.J. Miles,right hip injury (DTD)
2019-02-25,Hawks,Kevin Huerter,,activated from IL
2019-02-25,Heat,,Derrick Jones Jr.,illness (DTD)
2019-02-25,Heat,,Rodney McGruder,bruised right knee (DTD)
2019-02-25,Mavericks,Luka Doncic,,activated from IL
2019-02-25,Mavericks,Maxi Kleber,,activated from IL
2019-02-25,Pacers,Myles Turner,,activated from IL
2019-02-25,Pelicans,Anthony Davis,,activated from IL
2019-02-25,Rockets,Iman Shumpert,,activated from IL
2019-02-25,Rockets,James Harden,,activated from IL
2019-02-25,Spurs,Derrick White,,returned to lineup
2019-02-25,Timberwolves,,Jeff Teague,sore left knee (DTD)
2019-02-25,Timberwolves,Karl-Anthony Towns,,activated from IL
2019-02-25,Warriors,,Jacob Evans,placed on IL
2019-02-25,Warriors,,Jacob Evans,placed on IL
2019-02-25,Warriors,,Jordan Bell,placed on IL with flu
2019-02-25,Pacers,,Alize Johnson,bruised left foot (DTD)
2019-02-26,76ers,,Boban Marjanovic,right knee injury (DTD)
2019-02-26,Celtics,,Brad Wanamaker,illness (DTD)
2019-02-26,Pacers,,Domas Sabonis,sprained left ankle (DTD)
2019-02-27,Blazers,Gary Trent Jr.,,activated from IL
2019-02-27,Bucks,Giannis Antetokounmpo,,activated from IL
2019-02-27,Bulls,Kris Dunn,,activated from IL
2019-02-27,Bulls,Otto Porter Jr.,,activated from IL
2019-02-27,Celtics,,Terry Rozier,placed on IL with sore left knee
2019-02-27,Celtics,Brad Wanamaker,,returned to lineup
2019-02-27,Grizzlies,,Ivan Rabb,right heel injury (DTD)
2019-02-27,Grizzlies,C.J. Miles,,returned to lineup
2019-02-27,Hawks,,Alex Poythress,placed on IL
2019-02-27,Heat,,Hassan Whiteside,strained left hip (DTD)
2019-02-27,Heat,Derrick Jones Jr.,,returned to lineup
2019-02-27,Heat,Justise Winslow,,activated from IL
2019-02-27,Heat,Rodney McGruder,,returned to lineup
2019-02-27,Mavericks,,Trey Burke,placed on IL with illness
2019-02-27,Pacers,,Domas Sabonis,placed on IL with sprained left ankle
2019-02-27,Pacers,,Edmond Sumner,placed on IL
2019-02-27,Pacers,,Tyreke Evans,food poisoning (DTD)
2019-02-27,Pelicans,Darius Miller,,activated from IL
2019-02-27,Timberwolves,,Jeff Teague,placed on IL with sore left knee
2019-02-27,Warriors,,DeMarcus Cousins,placed on IL
2019-02-27,Warriors,Jordan Bell,,activated from IL
2019-02-28,76ers,,Boban Marjanovic,placed on IL with right knee injury
2019-02-28,Jazz,,Raul Neto,placed on IL with left hamstring injury
2019-02-28,Jazz,,Ricky Rubio,placed on IL with left hamstring injury
2019-02-28,Kings,,Marvin Bagley III,sprained left knee (DTD)
2019-02-28,Lakers,,Lance Stephenson,sprained toe (DTD)
2019-02-28,Magic,Isaiah Briscoe,,activated from IL
2019-02-28,Rockets,,Eric Gordon,sore right knee (DTD)
2019-02-28,Rockets,,Iman Shumpert,right calf injury (DTD)
2019-02-28,Rockets,,Kenneth Faried,bruised left hip / strained adductor in left hip (DTD)
2019-02-28,Thunder,,Paul George,sore right shoulder (DTD)
2019-02-28,Timberwolves,,Luol Deng,placed on IL with left Achilles injury (out for season)
2019-02-28,Timberwolves,Jeff Teague,,activated from IL
2019-02-28,Warriors,,Andre Iguodala,placed on IL with illness
2019-02-28,Warriors,,Kevin Durant,placed on IL
2019-02-28,Warriors,DeMarcus Cousins,,activated from IL
2019-03-01,Cavaliers,,Ante Zizic,concussion (DTD)
2019-03-01,Celtics,Terry Rozier,,activated from IL
2019-03-01,Hawks,,John Collins ,placed on IL with flu
2019-03-01,Kings,,Marvin Bagley III,placed on IL with sprained left knee
2019-03-01,Lakers,,Lance Stephenson,placed on IL with sprained toe
2019-03-01,Nets,Spencer Dinwiddie,,activated from IL
2019-03-02,76ers,,Amir Johnson,back injury (DTD)
2019-03-02,Bucks,,Eric Bledsoe,sore back (DTD)
2019-03-02,Bucks,,Malcolm Brogdon,placed on IL with right foot injury
2019-03-02,Grizzlies,Ivan Rabb,,returned to lineup
2019-03-02,Heat,,Goran Dragic,strained left calf (DTD)
2019-03-02,Heat,,Hassan Whiteside,placed on IL with strained left hip
2019-03-02,Heat,James Johnson,,activated from IL
2019-03-02,Jazz,Ricky Rubio,,activated from IL
2019-03-02,Magic,Melvin Frazier Jr.,,activated from IL
2019-03-02,Mavericks,Trey Burke,,activated from IL
2019-03-02,Pacers,Tyreke Evans,,returned to lineup
2019-03-02,Pelicans,,Anthony Davis,placed on IL
2019-03-02,Pistons,,Jon Leuer,placed on IL
2019-03-02,Pistons,Svi Mykhailiuk,,activated from IL
2019-03-02,Warriors,,Kevon Looney,pelvic injury (DTD)
2019-03-02,Warriors,,Klay Thompson,sore right knee (DTD)
2019-03-02,Warriors,Andre Iguodala,,activated from IL
2019-03-02,Warriors,Kevin Durant,,activated from IL
2019-03-03,Blazers,,Gary Trent Jr.,placed on IL
2019-03-03,Cavaliers,,Ante Zizic,placed on IL with concussion
2019-03-03,Celtics,,Guerschon Yabusele,placed on IL
2019-03-03,Celtics,Aron Baynes,,activated from IL
2019-03-03,Grizzlies,,Mike Conley Jr.,general soreness (DTD)
2019-03-03,Hawks,,Omari Spellman,placed on IL with sprained left ankle (out for season)
2019-03-03,Hawks,Alex Poythress,,activated from IL
2019-03-03,Pistons,,Svi Mykhailiuk,placed on IL
2019-03-03,Pistons,Jon Leuer,,activated from IL
2019-03-03,Rockets,Eric Gordon,,returned to lineup
2019-03-04,Bucks,Malcolm Brogdon,,activated from IL
2019-03-04,Heat,,Goran Dragic,placed on IL with strained left calf
2019-03-04,Heat,Hassan Whiteside,,activated from IL
2019-03-04,Lakers,,Brandon Ingram,sore right shoulder (out for season)
2019-03-04,Lakers,,Tyson Chandler,placed on IL with stiff neck
2019-03-04,Nets,,Treveon Graham,placed on IL with sore back
2019-03-04,Pelicans,,Jahlil Okafor,placed on IL with sprained left ankle
2019-03-04,Pelicans,Anthony Davis,,activated from IL
2019-03-04,Bucks,Eric Bledsoe,,returned to lineup
2019-03-04,Mavericks,,Kostas Antetokounmpo,hip flexor injury (DTD)
2019-03-05,76ers,,Jonah Bolden,illness (DTD)
2019-03-05,76ers,Amir Johnson,,returned to lineup
